index,lat_deg,lon_deg,cumulative_surface_distance_km,cumulative_flight_distance_km,density_kg_m3,temperature_k,pressure_pa
935,23.770299,126.595211,12377.613,12419.065,0.07571057,207.790,4515.849
936,23.692719,126.493258,12391.109,12432.605,0.07572000,207.767,4515.895
937,23.615108,126.391388,12404.604,12446.146,0.07572944,207.743,4515.943
938,23.537465,126.289602,12418.100,12459.688,0.07573882,207.719,4515.989
939,23.459790,126.187902,12431.597,12473.229,0.07574818,207.696,4516.034
940,23.382083,126.086287,12445.093,12486.771,0.07575733,207.672,4516.071
941,23.304344,125.984760,12458.590,12500.313,0.07576670,207.649,4516.123
942,23.226572,125.883319,12472.087,12513.855,0.07577571,207.626,4516.154
943,23.148767,125.781968,12485.584,12527.397,0.07578488,207.603,4516.196
944,23.070928,125.680705,12499.081,12540.939,0.07579382,207.580,4516.228
945,22.993056,125.579533,12512.577,12554.481,0.07580276,207.557,4516.260
946,22.915149,125.478452,12526.074,12568.023,0.07581178,207.534,4516.301
947,22.837208,125.377462,12539.571,12581.565,0.07582065,207.511,4516.333
948,22.759233,125.276566,12553.067,12595.106,0.07582968,207.488,4516.377
949,22.681222,125.175762,12566.563,12608.647,0.07583834,207.466,4516.401
950,22.603176,125.075053,12580.058,12622.188,0.07584707,207.443,4516.432
951,22.525095,124.974439,12593.554,12635.728,0.07585573,207.421,4516.460
952,22.446978,124.873920,12607.048,12649.268,0.07586448,207.398,4516.495
953,22.368824,124.773499,12620.542,12662.808,0.07587285,207.376,4516.510
954,22.290634,124.673174,12634.036,12676.346,0.07588130,207.354,4516.531
955,22.212408,124.572949,12647.529,12689.884,0.07588983,207.332,4516.559
956,22.134144,124.472822,12661.021,12703.421,0.07589822,207.310,4516.580
957,22.055842,124.372795,12674.512,12716.958,0.07590653,207.288,4516.599
958,21.977503,124.272868,12688.002,12730.493,0.07591484,207.267,4516.620
959,21.899126,124.173044,12701.492,12744.028,0.07592286,207.245,4516.625
960,21.820711,124.073321,12714.980,12757.562,0.07593103,207.223,4516.643
961,21.742257,123.973702,12728.468,12771.094,0.07593928,207.202,4516.665
962,21.663765,123.874186,12741.954,12784.626,0.07594731,207.181,4516.677
963,21.585233,123.774775,12755.439,12798.156,0.07595535,207.159,4516.690
964,21.506661,123.675469,12768.923,12811.685,0.07596309,207.138,4516.688
965,21.428050,123.576270,12782.406,12825.213,0.07597105,207.117,4516.703
966,21.349399,123.477177,12795.887,12838.740,0.07597886,207.096,4516.709
967,21.270707,123.378193,12809.367,12852.265,0.07598647,207.075,4516.706
968,21.191975,123.279316,12822.846,12865.788,0.07599436,207.054,4516.721
969,21.113202,123.180549,12836.323,12879.311,0.07600196,207.034,4516.721
970,21.034388,123.081892,12849.798,12892.831,0.07600957,207.013,4516.722
971,20.955532,122.983346,12863.272,12906.350,0.07601696,206.992,4516.714
972,20.876634,122.884912,12876.744,12919.867,0.07602442,206.972,4516.711
973,20.797694,122.786589,12890.215,12933.383,0.07603175,206.952,4516.703
974,20.718712,122.688380,12903.683,12946.897,0.07603921,206.931,4516.704
975,20.639687,122.590284,12917.150,12960.409,0.07604653,206.911,4516.699
976,20.560619,122.492303,12930.615,12973.919,0.07605386,206.891,4516.696
977,20.481508,122.394438,12944.078,12987.427,0.07606089,206.871,4516.678
978,20.402353,122.296688,12957.539,13000.933,0.07606807,206.851,4516.670
979,20.323154,122.199055,12970.998,13014.437,0.07607504,206.832,4516.651
980,20.243911,122.101540,12984.455,13027.939,0.07608215,206.812,4516.644
981,20.164624,122.004143,12997.910,13041.439,0.07608890,206.792,4516.618
982,20.085292,121.906865,13011.362,13054.936,0.07609572,206.773,4516.596
983,20.005914,121.809707,13024.812,13068.431,0.07610262,206.753,4516.582
984,19.926492,121.712669,13038.260,13081.924,0.07610938,206.734,4516.560
985,19.847024,121.615752,13051.705,13095.415,0.07611599,206.715,4516.533
986,19.767509,121.518957,13065.149,13108.903,0.07612281,206.696,4516.519
987,19.687949,121.422284,13078.589,13122.388,0.07612928,206.677,4516.487
988,19.608342,121.325735,13092.027,13135.871,0.07613567,206.658,4516.451
989,19.528688,121.229310,13105.463,13149.352,0.07614215,206.639,4516.424
990,19.448987,121.133010,13118.896,13162.830,0.07614868,206.620,4516.401
991,19.369239,121.036835,13132.326,13176.305,0.07615501,206.601,4516.369
992,19.289443,120.940786,13145.753,13189.777,0.07616119,206.583,4516.330
993,19.209598,120.844864,13159.178,13203.247,0.07616752,206.564,4516.300
994,19.129706,120.749069,13172.600,13216.714,0.07617363,206.546,4516.261
995,19.049764,120.653403,13186.019,13230.178,0.07617967,206.528,4516.217
996,18.969774,120.557865,13199.435,13243.639,0.07618572,206.509,4516.178
997,18.889734,120.462457,13212.848,13257.097,0.07619154,206.491,4516.127
998,18.809645,120.367180,13226.259,13270.552,0.07619758,206.473,4516.092
999,18.729506,120.272033,13239.666,13284.004,0.07620333,206.455,4516.039
1000,18.649316,120.177018,13253.070,13297.453,0.07620908,206.438,4515.990
1001,18.569076,120.082135,13266.471,13310.899,0.07621477,206.420,4515.938
1002,18.488785,119.987385,13279.868,13324.342,0.07622038,206.402,4515.885
1003,18.408443,119.892769,13293.263,13337.781,0.07622620,206.385,4515.846
1004,18.328049,119.798287,13306.654,13351.217,0.07623153,206.367,4515.779
1005,18.247604,119.703940,13320.042,13364.650,0.07623707,206.350,4515.727
1006,18.167106,119.609728,13333.427,13378.079,0.07624254,206.332,4515.672
1007,18.086556,119.515653,13346.808,13391.506,0.07624801,206.315,4515.619
1008,18.005953,119.421715,13360.186,13404.928,0.07625312,206.298,4515.547
1009,17.925296,119.327914,13373.560,13418.347,0.07625829,206.281,4515.481
1010,17.844587,119.234252,13386.931,13431.763,0.07626355,206.264,4515.423
1011,17.763823,119.140728,13400.298,13445.175,0.07626860,206.247,4515.353
1012,17.683005,119.047344,13413.662,13458.583,0.07627370,206.231,4515.288
1013,17.602133,118.954100,13427.022,13471.988,0.07627860,206.214,4515.214
1014,17.521206,118.860997,13440.379,13485.390,0.07628357,206.197,4515.146
1015,17.440223,118.768035,13453.731,13498.787,0.07628839,206.181,4515.068
1016,17.359186,118.675216,13467.081,13512.181,0.07629321,206.165,4514.996
1017,17.278092,118.582539,13480.426,13525.571,0.07629796,206.148,4514.920
1018,17.196942,118.490005,13493.767,13538.957,0.07630257,206.132,4514.837
1019,17.115735,118.397615,13507.105,13552.339,0.07630733,206.116,4514.767
1020,17.034471,118.305370,13520.439,13565.718,0.07631186,206.100,4514.684
1021,16.953150,118.213269,13533.769,13579.092,0.07631625,206.084,4514.595
1022,16.871772,118.121315,13547.095,13592.463,0.07632072,206.068,4514.511
1023,16.790335,118.029507,13560.417,13605.830,0.07632497,206.052,4514.418
1024,16.708840,117.937846,13573.735,13619.192,0.07632943,206.037,4514.339
1025,16.627286,117.846332,13587.049,13632.551,0.07633354,206.021,4514.240
1026,16.545673,117.754967,13600.359,13645.906,0.07633757,206.006,4514.140
1027,16.464000,117.663750,13613.665,13659.256,0.07634182,205.990,4514.055
1028,16.382268,117.572683,13626.967,13672.603,0.07634585,205.975,4513.958
1029,16.300475,117.481766,13640.265,13685.945,0.07634974,205.960,4513.853
1030,16.218621,117.390999,13653.558,13699.283,0.07635371,205.945,4513.757
1031,16.136707,117.300384,13666.848,13712.617,0.07635752,205.930,4513.651
1032,16.054731,117.209920,13680.133,13725.947,0.07636141,205.915,4513.555
1033,15.972692,117.119608,13693.414,13739.272,0.07636508,205.900,4513.446
1034,15.890592,117.029450,13706.691,13752.593,0.07636876,205.885,4513.340
1035,15.808429,116.939445,13719.963,13765.910,0.07637236,205.870,4513.231
1036,15.726203,116.849593,13733.231,13779.223,0.07637581,205.856,4513.116
1037,15.643914,116.759897,13746.495,13792.531,0.07637942,205.841,4513.010
1038,15.561560,116.670356,13759.755,13805.835,0.07638266,205.827,4512.886
1039,15.479142,116.580970,13773.010,13819.135,0.07638612,205.813,4512.776
1040,15.396660,116.491741,13786.261,13832.430,0.07638944,205.798,4512.660
1041,15.314112,116.402668,13799.508,13845.721,0.07639268,205.784,4512.541
1042,15.231499,116.313753,13812.750,13859.008,0.07639584,205.770,4512.419
1043,15.148819,116.224996,13825.988,13872.290,0.07639894,205.756,4512.297
1044,15.066074,116.136398,13839.221,13885.567,0.07640175,205.742,4512.159
1045,14.983261,116.047958,13852.450,13898.840,0.07640500,205.728,4512.046
1046,14.900381,115.959678,13865.674,13912.109,0.07640781,205.715,4511.913
1047,14.817433,115.871559,13878.894,13925.373,0.07641076,205.701,4511.789
1048,14.734417,115.783600,13892.109,13938.633,0.07641335,205.688,4511.644
1049,14.651332,115.695802,13905.320,13951.888,0.07641622,205.674,4511.520
1050,14.568178,115.608166,13918.527,13965.139,0.07641889,205.661,4511.384
1051,14.484954,115.520692,13931.729,13978.385,0.07642141,205.648,4511.242
1052,14.401660,115.433382,13944.926,13991.627,0.07642408,205.634,4511.111
1053,14.318296,115.346234,13958.119,14004.864,0.07642653,205.621,4510.967
1054,14.234860,115.259251,13971.308,14018.097,0.07642876,205.608,4510.813
1055,14.151353,115.172432,13984.492,14031.325,0.07643128,205.595,4510.679
1056,14.067774,115.085777,13997.671,14044.548,0.07643366,205.582,4510.538
1057,13.984123,114.999289,14010.846,14057.767,0.07643582,205.570,4510.386
1058,13.900398,114.912966,14024.016,14070.982,0.07643783,205.557,4510.227
1059,13.816600,114.826810,14037.182,14084.191,0.07644006,205.545,4510.083
1060,13.732728,114.740821,14050.343,14097.397,0.07644192,205.532,4509.918
1061,13.648781,114.654999,14063.500,14110.597,0.07644409,205.520,4509.775
1062,13.564759,114.569346,14076.652,14123.794,0.07644611,205.507,4509.624
1063,13.480662,114.483860,14089.800,14136.985,0.07644783,205.495,4509.458
1064,13.396489,114.398544,14102.943,14150.172,0.07644963,205.483,4509.296
1065,13.312238,114.313398,14116.081,14163.355,0.07645142,205.471,4509.138
1066,13.227911,114.228421,14129.215,14176.533,0.07645300,205.459,4508.968
1067,13.143506,114.143616,14142.345,14189.706,0.07645467,205.447,4508.807
1068,13.059023,114.058981,14155.470,14202.875,0.07645610,205.435,4508.631
1069,12.974461,113.974517,14168.590,14216.040,0.07645768,205.424,4508.468
1070,12.889820,113.890225,14181.706,14229.200,0.07645905,205.412,4508.293
1071,12.805100,113.806102,14194.818,14242.355,0.07646048,205.400,4508.125
1072,12.720300,113.722146,14207.925,14255.507,0.07646178,205.389,4507.950
1073,12.635421,113.638356,14221.029,14268.654,0.07646307,205.378,4507.776
1074,12.550464,113.554729,14234.129,14281.798,0.07646415,205.366,4507.593
1075,12.465427,113.471263,14247.225,14294.938,0.07646521,205.355,4507.410
1076,12.380312,113.387957,14260.317,14308.074,0.07646637,205.344,4507.233
1077,12.295117,113.304808,14273.406,14321.207,0.07646722,205.333,4507.042
1078,12.209844,113.221815,14286.492,14334.336,0.07646815,205.322,4506.858
1079,12.124492,113.138976,14299.574,14347.463,0.07646916,205.311,4506.679
1080,12.039061,113.056289,14312.654,14360.586,0.07646979,205.300,4506.480
1081,11.953552,112.973752,14325.730,14373.706,0.07647073,205.290,4506.301
1082,11.867965,112.891363,14338.804,14386.824,0.07647130,205.279,4506.102
1083,11.782299,112.809121,14351.875,14399.939,0.07647208,205.269,4505.917
1084,11.696555,112.727024,14364.944,14413.051,0.07647251,205.258,4505.714
1085,11.610734,112.645069,14378.010,14426.161,0.07647315,205.248,4505.526
1086,11.524834,112.563255,14391.074,14439.269,0.07647350,205.238,4505.321
1087,11.438857,112.481581,14404.136,14452.374,0.07647392,205.228,4505.123
1088,11.352802,112.400045,14417.195,14465.477,0.07647435,205.218,4504.927
1089,11.266670,112.318645,14430.253,14478.579,0.07647448,205.208,4504.716
1090,11.180462,112.237379,14443.309,14491.678,0.07647469,205.198,4504.510
1091,11.094176,112.156245,14456.363,14504.776,0.07647489,205.188,4504.308
1092,11.007813,112.075242,14469.415,14517.872,0.07647489,205.178,4504.093
1093,10.921375,111.994369,14482.466,14530.967,0.07647502,205.168,4503.889
1094,10.834860,111.913623,14495.515,14544.060,0.07647501,205.159,4503.680
1095,10.748269,111.833004,14508.564,14557.152,0.07647486,205.149,4503.462
1096,10.661603,111.752508,14521.610,14570.242,0.07647485,205.140,4503.256
1097,10.574861,111.672136,14534.656,14583.332,0.07647469,205.131,4503.042
1098,10.488044,111.591884,14547.701,14596.420,0.07647417,205.122,4502.810
1099,10.401152,111.511753,14560.744,14609.507,0.07647394,205.112,4502.596
1100,10.314186,111.431739,14573.787,14622.593,0.07647365,205.103,4502.380
1101,10.227146,111.351842,14586.829,14635.679,0.07647320,205.094,4502.158
1102,10.140032,111.272060,14599.870,14648.764,0.07647268,205.086,4501.932
1103,10.052845,111.192391,14612.910,14661.848,0.07647209,205.077,4501.705
1104,9.965584,111.112835,14625.950,14674.932,0.07647165,205.068,4501.488
1105,9.878251,111.033389,14638.990,14688.015,0.07647076,205.059,4501.247
1106,9.790846,110.954052,14652.029,14701.097,0.07647003,205.051,4501.016
1107,9.703368,110.874822,14665.067,14714.180,0.07646937,205.043,4500.792
1108,9.615819,110.795699,14678.106,14727.262,0.07646849,205.034,4500.557
1109,9.528199,110.716681,14691.144,14740.343,0.07646754,205.026,4500.320
1110,9.440508,110.637766,14704.182,14753.425,0.07646666,205.018,4500.089
1111,9.352747,110.558953,14717.219,14766.506,0.07646564,205.010,4499.851
1112,9.264916,110.480240,14730.257,14779.588,0.07646461,205.002,4499.616
1113,9.177016,110.401627,14743.295,14792.669,0.07646351,204.994,4499.377
1114,9.089047,110.323112,14756.333,14805.750,0.07646227,204.986,4499.133
1115,9.001010,110.244693,14769.371,14818.832,0.07646118,204.978,4498.898
1116,8.912904,110.166369,14782.409,14831.914,0.07645979,204.971,4498.647
1117,8.824732,110.088139,14795.447,14844.996,0.07645854,204.963,4498.408
1118,8.736492,110.010001,14808.485,14858.078,0.07645716,204.955,4498.163
1119,8.648187,109.931955,14821.524,14871.160,0.07645577,204.948,4497.919
1120,8.559815,109.853999,14834.563,14884.243,0.07645424,204.941,4497.668
1121,8.471379,109.776132,14847.602,14897.326,0.07645278,204.934,4497.424
1122,8.382878,109.698352,14860.642,14910.409,0.07645111,204.926,4497.169
1123,8.294313,109.620658,14873.682,14923.493,0.07644950,204.919,4496.920
1124,8.205685,109.543050,14886.723,14936.578,0.07644783,204.912,4496.669
1125,8.116994,109.465525,14899.764,14949.662,0.07644609,204.905,4496.415
1126,8.028241,109.388083,14912.806,14962.748,0.07644426,204.899,4496.158
1127,7.939426,109.310722,14925.848,14975.834,0.07644251,204.892,4495.908
1128,7.850551,109.233442,14938.891,14988.920,0.07644040,204.885,4495.639
1129,7.761616,109.156240,14951.934,15002.007,0.07643866,204.879,4495.393
1130,7.672621,109.079117,14964.978,15015.095,0.07643647,204.872,4495.123
1131,7.583568,109.002071,14978.023,15028.183,0.07643436,204.866,4494.859
1132,7.494456,108.925100,14991.068,15041.272,0.07643232,204.860,4494.603
1133,7.405288,108.848204,15004.113,15054.361,0.07643028,204.854,4494.347
1134,7.316063,108.771381,15017.160,15067.451,0.07642803,204.848,4494.081
1135,7.226782,108.694631,15030.207,15080.542,0.07642585,204.842,4493.822
1136,7.137446,108.617952,15043.254,15093.633,0.07642352,204.836,4493.553
1137,7.048056,108.541344,15056.302,15106.725,0.07642126,204.830,4493.292
1138,6.958613,108.464804,15069.351,15119.817,0.07641872,204.824,4493.017
1139,6.869117,108.388334,15082.401,15132.910,0.07641625,204.818,4492.747
1140,6.779570,108.311930,15095.451,15146.004,0.07641377,204.813,4492.480
1141,6.689972,108.235593,15108.501,15159.099,0.07641137,204.807,4492.218
1142,6.600323,108.159321,15121.553,15172.194,0.07640868,204.802,4491.941
1143,6.510626,108.083113,15134.604,15185.289,0.07640614,204.797,4491.675
1144,6.420880,108.006968,15147.657,15198.385,0.07640352,204.791,4491.407
1145,6.331087,107.930886,15160.710,15211.482,0.07640068,204.786,4491.127
1146,6.241247,107.854865,15173.763,15224.579,0.07639807,204.781,4490.863
1147,6.151362,107.778905,15186.817,15237.677,0.07639531,204.776,4490.591
1148,6.061433,107.703005,15199.872,15250.775,0.07639225,204.771,4490.304
1149,5.971460,107.627163,15212.926,15263.873,0.07638935,204.766,4490.029
1150,5.881444,107.551379,15225.982,15276.972,0.07638651,204.762,4489.759
1151,5.791387,107.475651,15239.037,15290.072,0.07638332,204.757,4489.470
1152,5.701289,107.399980,15252.093,15303.171,0.07638048,204.753,4489.204
1153,5.611151,107.324364,15265.150,15316.271,0.07637736,204.748,4488.924
1154,5.520975,107.248803,15278.206,15329.372,0.07637423,204.744,4488.644
1155,5.430762,107.173295,15291.263,15342.472,0.07637112,204.740,4488.368
1156,5.340511,107.097840,15304.320,15355.573,0.07636806,204.735,4488.096
1157,5.250226,107.022436,15317.377,15368.674,0.07636473,204.731,4487.811
1158,5.159906,106.947084,15330.434,15381.775,0.07636146,204.727,4487.531
1159,5.069553,106.871782,15343.491,15394.876,0.07635812,204.723,4487.248
1160,4.979168,106.796530,15356.549,15407.977,0.07635485,204.719,4486.972
1161,4.888752,106.721326,15369.606,15421.077,0.07635143,204.716,4486.689
1162,4.798306,106.646171,15382.663,15434.178,0.07634809,204.712,4486.413
1163,4.707832,106.571063,15395.720,15447.279,0.07634439,204.709,4486.117
1164,4.617330,106.496001,15408.776,15460.379,0.07634097,204.705,4485.841
1165,4.526802,106.420986,15421.832,15473.479,0.07633742,204.702,4485.557
1166,4.436249,106.346016,15434.888,15486.579,0.07633393,204.698,4485.280
1167,4.345672,106.271090,15447.944,15499.678,0.07633030,204.695,4484.996
1168,4.255072,106.196208,15460.999,15512.776,0.07632668,204.692,4484.714
1169,4.164451,106.121370,15474.053,15525.874,0.07632305,204.689,4484.434
1170,4.073810,106.046574,15487.106,15538.972,0.07631920,204.686,4484.144
1171,3.983150,105.971820,15500.159,15552.068,0.07631564,204.683,4483.873
1172,3.892473,105.897108,15513.211,15565.164,0.07631173,204.680,4483.581
1173,3.801780,105.822436,15526.263,15578.259,0.07630802,204.678,4483.305
1174,3.711071,105.747804,15539.313,15591.353,0.07630403,204.675,4483.012
1175,3.620349,105.673212,15552.362,15604.445,0.07630026,204.673,4482.735
1176,3.529615,105.598659,15565.410,15617.537,0.07629626,204.670,4482.448
1177,3.438870,105.524144,15578.456,15630.627,0.07629242,204.668,4482.171
1178,3.348116,105.449667,15591.501,15643.716,0.07628843,204.666,4481.888
1179,3.257354,105.375227,15604.545,15656.804,0.07628444,204.663,4481.604
1180,3.166585,105.300825,15617.588,15669.890,0.07628038,204.661,4481.322
1181,3.075810,105.226458,15630.628,15682.974,0.07627638,204.659,4481.043
1182,2.985032,105.152128,15643.667,15696.057,0.07627232,204.657,4480.764
1183,2.894252,105.077832,15656.704,15709.137,0.07626811,204.656,4480.476
1184,2.803471,105.003572,15669.739,15722.216,0.07626398,204.654,4480.195
1185,2.712690,104.929346,15682.772,15735.293,0.07625985,204.652,4479.917
1186,2.621911,104.855154,15695.803,15748.367,0.07625578,204.651,4479.644
1187,2.531137,104.780995,15708.832,15761.439,0.07625151,204.649,4479.361
1188,2.440367,104.706869,15721.858,15774.509,0.07624716,204.648,4479.075
1189,2.349604,104.632776,15734.881,15787.576,0.07624295,204.647,4478.800
1190,2.258849,104.558715,15747.902,15800.641,0.07623853,204.645,4478.514
1191,2.168103,104.484686,15760.921,15813.703,0.07623433,204.644,4478.243
1192,2.077370,104.410689,15773.936,15826.762,0.07622990,204.643,4477.961
1193,1.986649,104.336723,15786.948,15839.818,0.07622562,204.642,4477.688
1194,1.895942,104.262787,15799.958,15852.871,0.07622127,204.641,4477.415
1195,1.805252,104.188882,15812.964,15865.920,0.07621677,204.641,4477.134
1196,1.714579,104.115007,15825.966,15878.966,0.07621257,204.640,4476.873
1197,1.623926,104.041161,15838.965,15892.009,0.07620794,204.639,4476.587
1198,1.533294,103.967345,15851.961,15905.048,0.07620350,204.639,4476.316
1199,1.442685,103.893558,15864.953,15918.083,0.07619886,204.639,4476.035
1200,1.352100,103.819800,15877.940,15931.114,0.07619430,204.638,4475.760
